date,flu,treating flu,medicine for the flu,high fever,is the flu contagious,get over the flu,medicine for flu,how to get rid of the flu,fever cough,nyc flu,pneumonia,fever flu,normal body,signs of flu,symptoms of the flu,cold or flu,stomach flu,flu 2018,flu game,cold versus flu,incubation period for flu,how long is flu contagious,treating the flu,flu treatments,flu complications,influenza symptoms,contagious flu,how to treat flu,flu fever,type a influenza,cure the flu,flu vs cold,flu contagious period,how long is the flu,signs of the flu,the flu virus,flu cough,flu symptoms,treat flu,ear thermometer,taking temperature,get rid of the flu,over the counter flu,reduce a fever,flu and cold,cold and flu,flu vs. cold,cure flu,human temperature,braun thermoscan,flu length,remedies for flu,how long does flu last,what to do if you have the flu,flu shots,symptoms of flu,treat the flu,over the counter flu medicine,flu report,incubation period for the flu,influenza a and b,having the flu,normal body temperature,flu germs,flu lasts,thermoscan,flu treatment,is flu contagious,flu care,flu children,swine flu,flu shot side effects,cold vs flu,flu how long,flu recovery,flu versus cold,exposed to flu,flu remedies,influenza type a,flu medicine,fever,flu duration,the flu symptoms,flu shot,flu or cold,flu vaccine,cold vs. flu,flu in children,do i have the flu,i have the flu,influenza incubation period,flu season,oscillococcinum,what is the flu,low body,remedies for the flu
2012-49,19.0,3.0,5.0,80.0,16.0,3.0,6.0,3.0,37.0,2.0,48.0,6.0,7.0,5.0,19.0,2.0,47.0,0.0,2.0,0.0,1.0,14.0,0.0,0.0,3.0,3.0,14.0,1.0,23.0,0.0,5.0,16.0,3.0,12.0,15.0,25.0,17.0,21.0,1.0,1.0,1.0,3.0,5.0,2.0,30.0,41.0,2.0,9.0,11.0,10.0,6.0,6.0,26.0,1.0,5.0,27.0,2.0,0.0,16.0,0.0,24.0,14.0,92.0,0.0,4.0,7.0,28.0,14.0,2.0,4.0,6.0,1.0,3.0,22.0,1.0,0.0,2.0,1.0,0.0,1.0,57.0,1.0,7.0,7.0,1.0,16.0,1.0,9.0,5.0,6.0,0.0,8.0,8.0,36.0,53.0,2.0
2012-50,19.0,3.0,5.0,80.0,16.0,3.0,6.0,3.0,37.0,2.0,48.0,6.0,7.0,5.0,19.0,2.0,47.0,0.0,2.0,0.0,1.0,14.0,0.0,0.0,3.0,3.0,14.0,1.0,23.0,0.0,5.0,16.0,3.0,12.0,15.0,25.0,17.0,21.0,1.0,1.0,1.0,3.0,5.0,2.0,30.0,41.0,2.0,9.0,11.0,10.0,6.0,6.0,26.0,1.0,5.0,27.0,2.0,0.0,16.0,0.0,24.0,14.0,92.0,0.0,4.0,7.0,28.0,14.0,2.0,4.0,6.0,1.0,3.0,22.0,1.0,0.0,2.0,1.0,0.0,1.0,57.0,1.0,7.0,7.0,1.0,16.0,1.0,9.0,5.0,6.0,0.0,8.0,8.0,36.0,53.0,2.0
2012-51,19.0,3.0,5.0,80.0,16.0,3.0,6.0,3.0,37.0,2.0,48.0,6.0,7.0,5.0,19.0,2.0,47.0,0.0,2.0,0.0,1.0,14.0,0.0,0.0,3.0,3.0,14.0,1.0,23.0,0.0,5.0,16.0,3.0,12.0,15.0,25.0,17.0,21.0,1.0,1.0,1.0,3.0,5.0,2.0,30.0,41.0,2.0,9.0,11.0,10.0,6.0,6.0,26.0,1.0,5.0,27.0,2.0,0.0,16.0,0.0,24.0,14.0,92.0,0.0,4.0,7.0,28.0,14.0,2.0,4.0,6.0,1.0,3.0,22.0,1.0,0.0,2.0,1.0,0.0,1.0,57.0,1.0,7.0,7.0,1.0,16.0,1.0,9.0,5.0,6.0,0.0,8.0,8.0,36.0,53.0,2.0
2012-52,19.0,3.0,5.0,80.0,16.0,3.0,6.0,3.0,37.0,2.0,48.0,6.0,7.0,5.0,19.0,2.0,47.0,0.0,2.0,0.0,1.0,14.0,0.0,0.0,3.0,3.0,14.0,1.0,23.0,0.0,5.0,16.0,3.0,12.0,15.0,25.0,17.0,21.0,1.0,1.0,1.0,3.0,5.0,2.0,30.0,41.0,2.0,9.0,11.0,10.0,6.0,6.0,26.0,1.0,5.0,27.0,2.0,0.0,16.0,0.0,24.0,14.0,92.0,0.0,4.0,7.0,28.0,14.0,2.0,4.0,6.0,1.0,3.0,22.0,1.0,0.0,2.0,1.0,0.0,1.0,57.0,1.0,7.0,7.0,1.0,16.0,1.0,9.0,5.0,6.0,0.0,8.0,8.0,36.0,53.0,2.0
2013-01,19.0,3.0,5.0,80.0,16.0,3.0,6.0,3.0,37.0,2.0,48.0,6.0,7.0,5.0,19.0,2.0,47.0,0.0,2.0,0.0,1.0,14.0,0.0,0.0,3.0,3.0,14.0,1.0,23.0,0.0,5.0,16.0,3.0,12.0,15.0,25.0,17.0,21.0,1.0,1.0,1.0,3.0,5.0,2.0,30.0,41.0,2.0,9.0,11.0,10.0,6.0,6.0,26.0,1.0,5.0,27.0,2.0,0.0,16.0,0.0,24.0,14.0,92.0,0.0,4.0,7.0,28.0,14.0,2.0,4.0,6.0,1.0,3.0,22.0,1.0,0.0,2.0,1.0,0.0,1.0,57.0,1.0,7.0,7.0,1.0,16.0,1.0,9.0,5.0,6.0,0.0,8.0,8.0,36.0,53.0,2.0
2013-02,19.0,3.0,5.0,80.0,16.0,3.0,6.0,3.0,37.0,2.0,48.0,6.0,7.0,5.0,19.0,2.0,47.0,0.0,2.0,0.0,1.0,14.0,0.0,0.0,3.0,3.0,14.0,1.0,23.0,0.0,5.0,16.0,3.0,12.0,15.0,25.0,17.0,21.0,1.0,1.0,1.0,3.0,5.0,2.0,30.0,41.0,2.0,9.0,11.0,10.0,6.0,6.0,26.0,1.0,5.0,27.0,2.0,0.0,16.0,0.0,24.0,14.0,92.0,0.0,4.0,7.0,28.0,14.0,2.0,4.0,6.0,1.0,3.0,22.0,1.0,0.0,2.0,1.0,0.0,1.0,57.0,1.0,7.0,7.0,1.0,16.0,1.0,9.0,5.0,6.0,0.0,8.0,8.0,36.0,53.0,2.0
2013-03,19.0,3.0,5.0,80.0,16.0,3.0,6.0,3.0,37.0,2.0,48.0,6.0,7.0,5.0,19.0,2.0,47.0,0.0,2.0,0.0,1.0,14.0,0.0,0.0,3.0,3.0,14.0,1.0,23.0,0.0,5.0,16.0,3.0,12.0,15.0,25.0,17.0,21.0,1.0,1.0,1.0,3.0,5.0,2.0,30.0,41.0,2.0,9.0,11.0,10.0,6.0,6.0,26.0,1.0,5.0,27.0,2.0,0.0,16.0,0.0,24.0,14.0,92.0,0.0,4.0,7.0,28.0,14.0,2.0,4.0,6.0,1.0,3.0,22.0,1.0,0.0,2.0,1.0,0.0,1.0,57.0,1.0,7.0,7.0,1.0,16.0,1.0,9.0,5.0,6.0,0.0,8.0,8.0,36.0,53.0,2.0
2013-04,19.0,3.0,5.0,80.0,16.0,3.0,6.0,3.0,37.0,2.0,48.0,6.0,7.0,5.0,19.0,2.0,47.0,0.0,2.0,0.0,1.0,14.0,0.0,0.0,3.0,3.0,14.0,1.0,23.0,0.0,5.0,16.0,3.0,12.0,15.0,25.0,17.0,21.0,1.0,1.0,1.0,3.0,5.0,2.0,30.0,41.0,2.0,9.0,11.0,10.0,6.0,6.0,26.0,1.0,5.0,27.0,2.0,0.0,16.0,0.0,24.0,14.0,92.0,0.0,4.0,7.0,28.0,14.0,2.0,4.0,6.0,1.0,3.0,22.0,1.0,0.0,2.0,1.0,0.0,1.0,57.0,1.0,7.0,7.0,1.0,16.0,1.0,9.0,5.0,6.0,0.0,8.0,8.0,36.0,53.0,2.0
2013-05,11.0,3.0,3.0,66.0,14.0,3.0,3.0,6.0,43.0,1.0,48.0,2.0,5.0,4.0,15.0,2.0,36.0,0.0,1.0,0.0,0.0,12.0,3.0,3.0,3.0,2.0,9.0,1.0,9.0,3.0,0.0,8.0,3.0,7.0,0.0,5.0,23.0,12.0,0.0,1.0,0.0,3.0,2.0,5.0,18.0,26.0,2.0,3.0,16.0,5.0,4.0,5.0,16.0,0.0,1.0,16.0,1.0,0.0,8.0,8.0,8.0,4.0,47.0,4.0,0.0,7.0,24.0,24.0,4.0,2.0,4.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,1.0,60.0,0.0,6.0,4.0,1.0,9.0,1.0,4.0,5.0,8.0,1.0,6.0,4.0,7.0,36.0,7.0
2013-06,11.0,3.0,3.0,66.0,14.0,3.0,3.0,6.0,43.0,1.0,48.0,2.0,5.0,4.0,15.0,2.0,36.0,0.0,1.0,0.0,0.0,12.0,3.0,3.0,3.0,2.0,9.0,1.0,9.0,3.0,0.0,8.0,3.0,7.0,0.0,5.0,23.0,12.0,0.0,1.0,0.0,3.0,2.0,5.0,18.0,26.0,2.0,3.0,16.0,5.0,4.0,5.0,16.0,0.0,1.0,16.0,1.0,0.0,8.0,8.0,8.0,4.0,47.0,4.0,0.0,7.0,24.0,24.0,4.0,2.0,4.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,1.0,60.0,0.0,6.0,4.0,1.0,9.0,1.0,4.0,5.0,8.0,1.0,6.0,4.0,7.0,36.0,7.0
2013-07,11.0,3.0,3.0,66.0,14.0,3.0,3.0,6.0,43.0,1.0,48.0,2.0,5.0,4.0,15.0,2.0,36.0,0.0,1.0,0.0,0.0,12.0,3.0,3.0,3.0,2.0,9.0,1.0,9.0,3.0,0.0,8.0,3.0,7.0,0.0,5.0,23.0,12.0,0.0,1.0,0.0,3.0,2.0,5.0,18.0,26.0,2.0,3.0,16.0,5.0,4.0,5.0,16.0,0.0,1.0,16.0,1.0,0.0,8.0,8.0,8.0,4.0,47.0,4.0,0.0,7.0,24.0,24.0,4.0,2.0,4.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,1.0,60.0,0.0,6.0,4.0,1.0,9.0,1.0,4.0,5.0,8.0,1.0,6.0,4.0,7.0,36.0,7.0
2013-08,11.0,3.0,3.0,66.0,14.0,3.0,3.0,6.0,43.0,1.0,48.0,2.0,5.0,4.0,15.0,2.0,36.0,0.0,1.0,0.0,0.0,12.0,3.0,3.0,3.0,2.0,9.0,1.0,9.0,3.0,0.0,8.0,3.0,7.0,0.0,5.0,23.0,12.0,0.0,1.0,0.0,3.0,2.0,5.0,18.0,26.0,2.0,3.0,16.0,5.0,4.0,5.0,16.0,0.0,1.0,16.0,1.0,0.0,8.0,8.0,8.0,4.0,47.0,4.0,0.0,7.0,24.0,24.0,4.0,2.0,4.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,1.0,60.0,0.0,6.0,4.0,1.0,9.0,1.0,4.0,5.0,8.0,1.0,6.0,4.0,7.0,36.0,7.0
2013-09,11.0,3.0,3.0,51.0,13.0,0.0,0.0,3.0,36.0,1.0,42.0,1.0,6.0,3.0,6.0,1.0,29.0,0.0,2.0,0.0,0.0,13.0,6.0,0.0,6.0,2.0,9.0,1.0,5.0,3.0,0.0,3.0,0.0,7.0,10.0,7.0,15.0,8.0,0.0,1.0,0.0,3.0,3.0,3.0,22.0,26.0,0.0,4.0,9.0,3.0,0.0,4.0,11.0,1.0,5.0,12.0,1.0,8.0,8.0,0.0,0.0,7.0,71.0,9.0,0.0,2.0,16.0,7.0,7.0,1.0,4.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,3.0,2.0,0.0,5.0,0.0,3.0,4.0,15.0,0.0,7.0,5.0,11.0,38.0,0.0
2013-10,11.0,3.0,3.0,51.0,13.0,0.0,0.0,3.0,36.0,1.0,42.0,1.0,6.0,3.0,6.0,1.0,29.0,0.0,2.0,0.0,0.0,13.0,6.0,0.0,6.0,2.0,9.0,1.0,5.0,3.0,0.0,3.0,0.0,7.0,10.0,7.0,15.0,8.0,0.0,1.0,0.0,3.0,3.0,3.0,22.0,26.0,0.0,4.0,9.0,3.0,0.0,4.0,11.0,1.0,5.0,12.0,1.0,8.0,8.0,0.0,0.0,7.0,71.0,9.0,0.0,2.0,16.0,7.0,7.0,1.0,4.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,3.0,2.0,0.0,5.0,0.0,3.0,4.0,15.0,0.0,7.0,5.0,11.0,38.0,0.0
2013-11,11.0,3.0,3.0,51.0,13.0,0.0,0.0,3.0,36.0,1.0,42.0,1.0,6.0,3.0,6.0,1.0,29.0,0.0,2.0,0.0,0.0,13.0,6.0,0.0,6.0,2.0,9.0,1.0,5.0,3.0,0.0,3.0,0.0,7.0,10.0,7.0,15.0,8.0,0.0,1.0,0.0,3.0,3.0,3.0,22.0,26.0,0.0,4.0,9.0,3.0,0.0,4.0,11.0,1.0,5.0,12.0,1.0,8.0,8.0,0.0,0.0,7.0,71.0,9.0,0.0,2.0,16.0,7.0,7.0,1.0,4.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,3.0,2.0,0.0,5.0,0.0,3.0,4.0,15.0,0.0,7.0,5.0,11.0,38.0,0.0
2013-12,11.0,3.0,3.0,51.0,13.0,0.0,0.0,3.0,36.0,1.0,42.0,1.0,6.0,3.0,6.0,1.0,29.0,0.0,2.0,0.0,0.0,13.0,6.0,0.0,6.0,2.0,9.0,1.0,5.0,3.0,0.0,3.0,0.0,7.0,10.0,7.0,15.0,8.0,0.0,1.0,0.0,3.0,3.0,3.0,22.0,26.0,0.0,4.0,9.0,3.0,0.0,4.0,11.0,1.0,5.0,12.0,1.0,8.0,8.0,0.0,0.0,7.0,71.0,9.0,0.0,2.0,16.0,7.0,7.0,1.0,4.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,3.0,2.0,0.0,5.0,0.0,3.0,4.0,15.0,0.0,7.0,5.0,11.0,38.0,0.0
2013-13,11.0,3.0,3.0,51.0,13.0,0.0,0.0,3.0,36.0,1.0,42.0,1.0,6.0,3.0,6.0,1.0,29.0,0.0,2.0,0.0,0.0,13.0,6.0,0.0,6.0,2.0,9.0,1.0,5.0,3.0,0.0,3.0,0.0,7.0,10.0,7.0,15.0,8.0,0.0,1.0,0.0,3.0,3.0,3.0,22.0,26.0,0.0,4.0,9.0,3.0,0.0,4.0,11.0,1.0,5.0,12.0,1.0,8.0,8.0,0.0,0.0,7.0,71.0,9.0,0.0,2.0,16.0,7.0,7.0,1.0,4.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,3.0,2.0,0.0,5.0,0.0,3.0,4.0,15.0,0.0,7.0,5.0,11.0,38.0,0.0
2013-14,6.0,0.0,0.0,44.0,8.0,0.0,6.0,0.0,21.0,1.0,37.0,2.0,7.0,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,8.0,1.0,4.0,1.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,2.0,3.0,3.0,14.0,15.0,0.0,4.0,13.0,7.0,0.0,3.0,3.0,0.0,1.0,4.0,1.0,8.0,0.0,0.0,0.0,13.0,64.0,0.0,4.0,5.0,5.0,7.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,3.0,0.0,6.0,1.0,9.0,49.0,0.0
2013-15,6.0,0.0,0.0,44.0,8.0,0.0,6.0,0.0,21.0,1.0,37.0,2.0,7.0,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,8.0,1.0,4.0,1.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,2.0,3.0,3.0,14.0,15.0,0.0,4.0,13.0,7.0,0.0,3.0,3.0,0.0,1.0,4.0,1.0,8.0,0.0,0.0,0.0,13.0,64.0,0.0,4.0,5.0,5.0,7.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,3.0,0.0,6.0,1.0,9.0,49.0,0.0
2013-16,6.0,0.0,0.0,44.0,8.0,0.0,6.0,0.0,21.0,1.0,37.0,2.0,7.0,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,8.0,1.0,4.0,1.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,2.0,3.0,3.0,14.0,15.0,0.0,4.0,13.0,7.0,0.0,3.0,3.0,0.0,1.0,4.0,1.0,8.0,0.0,0.0,0.0,13.0,64.0,0.0,4.0,5.0,5.0,7.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,3.0,0.0,6.0,1.0,9.0,49.0,0.0
2013-17,6.0,0.0,0.0,44.0,8.0,0.0,6.0,0.0,21.0,1.0,37.0,2.0,7.0,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,8.0,1.0,4.0,1.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,2.0,3.0,3.0,14.0,15.0,0.0,4.0,13.0,7.0,0.0,3.0,3.0,0.0,1.0,4.0,1.0,8.0,0.0,0.0,0.0,13.0,64.0,0.0,4.0,5.0,5.0,7.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,3.0,0.0,6.0,1.0,9.0,49.0,0.0
2013-18,3.0,0.0,0.0,52.0,3.0,0.0,3.0,0.0,30.0,0.0,32.0,1.0,4.0,1.0,2.0,1.0,11.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,9.0,0.0,2.0,13.0,3.0,1.0,3.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,38.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0,28.0,0.0
2013-19,3.0,0.0,0.0,52.0,3.0,0.0,3.0,0.0,30.0,0.0,32.0,1.0,4.0,1.0,2.0,1.0,11.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,9.0,0.0,2.0,13.0,3.0,1.0,3.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,38.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0,28.0,0.0
2013-20,3.0,0.0,0.0,52.0,3.0,0.0,3.0,0.0,30.0,0.0,32.0,1.0,4.0,1.0,2.0,1.0,11.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,9.0,0.0,2.0,13.0,3.0,1.0,3.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,38.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0,28.0,0.0
2013-21,3.0,0.0,0.0,52.0,3.0,0.0,3.0,0.0,30.0,0.0,32.0,1.0,4.0,1.0,2.0,1.0,11.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,9.0,0.0,2.0,13.0,3.0,1.0,3.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,38.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0,28.0,0.0
2013-22,3.0,0.0,3.0,67.0,5.0,0.0,0.0,0.0,23.0,1.0,25.0,1.0,5.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,10.0,9.0,2.0,0.0,14.0,3.0,0.0,0.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,23.0,0.0
2013-23,3.0,0.0,3.0,67.0,5.0,0.0,0.0,0.0,23.0,1.0,25.0,1.0,5.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,10.0,9.0,2.0,0.0,14.0,3.0,0.0,0.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,23.0,0.0
2013-24,3.0,0.0,3.0,67.0,5.0,0.0,0.0,0.0,23.0,1.0,25.0,1.0,5.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,10.0,9.0,2.0,0.0,14.0,3.0,0.0,0.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,23.0,0.0
2013-25,3.0,0.0,3.0,67.0,5.0,0.0,0.0,0.0,23.0,1.0,25.0,1.0,5.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,10.0,9.0,2.0,0.0,14.0,3.0,0.0,0.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,23.0,0.0
2013-26,3.0,0.0,3.0,67.0,5.0,0.0,0.0,0.0,23.0,1.0,25.0,1.0,5.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,10.0,9.0,2.0,0.0,14.0,3.0,0.0,0.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,23.0,0.0
2013-27,5.0,0.0,0.0,29.0,3.0,0.0,6.0,3.0,17.0,1.0,28.0,1.0,4.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,7.0,5.0,2.0,3.0,9.0,1.0,0.0,0.0,5.0,0.0,7.0,2.0,0.0,8.0,8.0,0.0,8.0,0.0,40.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,5.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,40.0,0.0
2013-28,5.0,0.0,0.0,29.0,3.0,0.0,6.0,3.0,17.0,1.0,28.0,1.0,4.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,7.0,5.0,2.0,3.0,9.0,1.0,0.0,0.0,5.0,0.0,7.0,2.0,0.0,8.0,8.0,0.0,8.0,0.0,40.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,5.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,40.0,0.0
2013-29,5.0,0.0,0.0,29.0,3.0,0.0,6.0,3.0,17.0,1.0,28.0,1.0,4.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,7.0,5.0,2.0,3.0,9.0,1.0,0.0,0.0,5.0,0.0,7.0,2.0,0.0,8.0,8.0,0.0,8.0,0.0,40.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,5.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,40.0,0.0
2013-30,5.0,0.0,0.0,29.0,3.0,0.0,6.0,3.0,17.0,1.0,28.0,1.0,4.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,7.0,5.0,2.0,3.0,9.0,1.0,0.0,0.0,5.0,0.0,7.0,2.0,0.0,8.0,8.0,0.0,8.0,0.0,40.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,5.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,40.0,0.0
